,open,high,low,close,volume
2895,584.31,585.15,583.92,585.15,7757.0
2896,585.17,585.26,584.76,584.76,286219.0
2897,584.8,585.25,584.8,585.25,2354.0
2898,585.2,585.9,582.7912,585.9,10663.0
2899,585.72,585.96,585.6,585.6,2521.0
2900,585.6,585.8,585.5,585.6,4614.0
2901,585.48,585.48,585.48,585.48,3782.0
2902,585.4801,585.5,585.48,585.48,1686.0
2903,585.48,585.75,585.48,585.7101,3016.0
2904,585.84,585.9,585.75,585.75,2351.0
2905,585.97,585.97,585.85,585.85,1761.0
2906,585.71,585.71,585.5,585.51,2061.0
2907,585.9,585.9,584.2877,584.2877,6377.0
2908,585.69,585.75,585.0,585.75,4595.0
2909,585.6,585.7499,585.6,585.6,4920.0
2910,585.6,585.6,585.6,585.6,2448.0
2911,585.04,585.04,585.04,585.04,1213.0
2912,585.12,585.12,585.0,585.0,3323.0
2913,584.76,584.76,584.35,584.55,1517.0
2914,584.35,584.55,584.25,584.55,2674.0
2915,584.6,584.6,584.6,584.6,813.0
2916,584.51,584.79,584.51,584.79,1228.0
2917,584.3,584.75,584.01,584.01,4332.0
2918,584.35,584.35,584.0,584.0,2336.0
2919,584.1,584.1,583.92,584.0,3735.0
2920,584.29,584.29,584.05,584.25,2089.0
2921,584.0,584.0,584.0,584.0,1282.0
2922,584.03,584.03,584.0,584.0,2689.0
2923,584.0,584.0,583.52,583.55,4455.0
2924,583.5,583.6,583.5,583.6,2419.0
2925,583.5,583.5,583.31,583.33,1967.0
2926,583.04,583.04,582.54,583.0,4178.0
2927,582.75,583.05,582.75,582.99,2381.0
2928,583.0,583.64,583.0,583.6,6374.0
2929,583.3,583.3,583.2,583.3,17688.0
2930,583.15,583.15,582.98,582.98,222155.0
2931,583.03,583.03,582.91,582.91,1146.0
2932,582.99,582.99,582.9,582.9,1513.0
2933,582.99,582.99,582.5,582.5,3357.0
2934,582.53,582.6,582.5,582.6,2623.0
2935,582.5,582.7,582.2,582.69,3563.0
2936,582.8,582.88,582.8,582.88,1944.0
2937,582.8,584.76,582.8,582.9,5639.0
2938,582.61,582.61,582.6,582.6,633.0
